 RAINS-DIS_HR_HPC-MV_FINAL        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Part Pins List          0/2747 Selected Parts             10-Jan-2011 9:00
                                                           INCH units

Part        T/B
Pin   Name      X         Y     Layer  Net               Nail(s)

Part CN2    (T)

 500 AA13    -1.755    -3.679     2    VDD_CORE          31
 501 AA15    -1.755    -3.640     2    VDD_CORE          31
 502 AA16    -1.755    -3.601     2    GND               1
 503 AA17    -1.755    -3.561     2    VDD_CORE          31
 504 AA18    -1.755    -3.522     2    GND               1
 505 AA20    -1.755    -3.483     2    VDD_CORE          31
 506 AA21    -1.755    -3.443     2    GND               1
 507 AA22    -1.755    -3.404     2    VDD_CORE          31
 508 AA23    -1.755    -3.364     2    GND               1
 509 AA24    -1.755    -3.325     2    VDD_CORE          31
 510 AA26    -1.755    -3.286     2    GND               1
 511 AA27    -1.755    -3.246     2    VDD_CORE          31
 512 AA28    -1.755    -3.207     2    GND               1
 513 AA29    -1.779    -3.175     2    NC__2286          
 514 AA30    -1.779    -3.144     2    N134862133        578
 515 AA31    -1.779    -3.112     2    PCIE_VDDR         1557
 516 AA32    -1.779    -3.081     2    PCIE_VDDR         1557
 517 AA33    -1.779    -3.050     2    PCIE_VDDR         1557
 518 AA34    -1.771    -3.018     2    PCIE_VDDR         1557
 519 AA36    -1.763    -2.971     2    PCIE_REFCLK#      
 520 AA38    -1.763    -2.939     2    PEG_RXP_C0        1229
 521  AB1    -1.795    -4.010     2    FBCD34            
 522  AB3    -1.795    -3.979     2    FBCD35            
 523  AB5    -1.795    -3.947     2    FBCRDQS4          
 524  AB6    -1.803    -3.916     2    FBCD33            
 525 AB11    -1.795    -3.758     2    FBC_WEB1#         
 526 AB12    -1.795    -3.719     2    GND               1
 527 AB13    -1.795    -3.679     2    VDD_CORE          31
 528 AB15    -1.795    -3.640     2    GND               1
 529 AB16    -1.795    -3.601     2    VDD_CORE          31
 530 AB17    -1.795    -3.561     2    GND               1
 531 AB18    -1.795    -3.522     2    VDD_CORE          31
 532 AB20    -1.795    -3.483     2    GND               1
 533 AB21    -1.795    -3.443     2    VDD_CORE          31
 534 AB22    -1.795    -3.404     2    GND               1
 535 AB23    -1.795    -3.364     2    VDD_CORE          31
 536 AB24    -1.795    -3.325     2    GND               1
 537 AB26    -1.795    -3.286     2    VDD_CORE          31
 538 AB27    -1.795    -3.246     2    GND               1
 539 AB28    -1.795    -3.207     2    VDD_CORE          31
 540 AB34    -1.803    -3.018     2    N134880671        1503
 541 AB35    -1.795    -2.987     2    PCIE_REFCLK       65
 542 AB37    -1.795    -2.955     2    PCIE_VDDR         1557
 543 AB39    -1.795    -2.924     2    GND               1
 544  AC2    -1.826    -3.994     2    GND               1
 545  AC4    -1.826    -3.963     2    FBCWDQS4          
 546  AC6    -1.834    -3.916     2    GND               1
 547  AC7    -1.826    -3.884     2    +1.5VRUNVGA       484
 548  AC8    -1.826    -3.853     2    FBC_A10           
 549  AC9    -1.826    -3.821     2    FBC_A11           
 550 AC10    -1.826    -3.790     2    NC__2287          
 551 AC11    -1.834    -3.758     2    GND               1
 552 AC12    -1.834    -3.719     2    VDD_CORE          31
 553 AC13    -1.834    -3.679     2    GND               1
 554 AC15    -1.834    -3.640     2    VDD_CORE          31
 555 AC16    -1.834    -3.601     2    GND               1
 556 AC17    -1.834    -3.561     2    VDD_CORE          31
 557 AC18    -1.834    -3.522     2    GND               1
 558 AC20    -1.834    -3.483     2    VDD_CORE          31
 559 AC21    -1.834    -3.443     2    GND               1
 560 AC22    -1.834    -3.404     2    VDD_CORE          31
 561 AC23    -1.834    -3.364     2    GND               1
 562 AC24    -1.834    -3.325     2    VDD_CORE          31
 563 AC26    -1.834    -3.286     2    GND               1
 564 AC27    -1.834    -3.246     2    VDD_CORE          31
 565 AC28    -1.834    -3.207     2    GND               1
 566 AC29    -1.826    -3.175     2    NC__2288          
 567 AC30    -1.826    -3.144     2    NC__2289          
 568 AC31    -1.826    -3.112     2    NC__2290          
 569 AC32    -1.826    -3.081     2    NC__2291          
 570 AC33    -1.826    -3.050     2    N17676639         523
 571 AC34    -1.834    -3.018     2    GND               1
 572 AC36    -1.826    -2.971     2    ATI_DAC1HSYNC     488
 573 AC38    -1.826    -2.939     2    ATI_DAC1VSYNC     1556
 574  AD1    -1.858    -4.010     2    FBCD37            
 575  AD3    -1.858    -3.979     2    FBCD38            
 576  AD5    -1.858    -3.947     2    FBCD39            
 577  AD6    -1.866    -3.916     2    FBCD36            
 578  AD7    -1.873    -3.884     2    FBC_CLK1#         
 579  AD8    -1.873    -3.853     2    FBC_CLK1          
 580  AD9    -1.873    -3.821     2    GND               1
 581 AD10    -1.873    -3.790     2    FBC_CSB1_0#       
 582 AD11    -1.873    -3.758     2    +1.5VRUNVGA       484
 583 AD12    -1.873    -3.719     2    VDD4              509
 584 AD13    -1.873    -3.679     2    VDD_CORE          31
 585 AD15    -1.873    -3.640     2    GND               1
 586 AD16    -1.873    -3.601     2    VDD_CORE          31
 587 AD17    -1.873    -3.561     2    GND               1
 588 AD18    -1.873    -3.522     2    VDD_CORE          31
 589 AD20    -1.873    -3.483     2    GND               1
 590 AD21    -1.873    -3.443     2    VDD_CORE          31
 591 AD22    -1.873    -3.404     2    GND               1
 592 AD23    -1.873    -3.364     2    VDD_CORE          31
 593 AD24    -1.873    -3.325     2    GND               1
 594 AD26    -1.873    -3.286     2    VDD_CORE          31
 595 AD27    -1.873    -3.246     2    GND               1
 596 AD28    -1.873    -3.207     2    N134903482        522
 597 AD29    -1.873    -3.175     2    NC__2292          
 598 AD30    -1.873    -3.144     2    NC__2293          
 599 AD31    -1.873    -3.112     2    NC__2294          
 600 AD32    -1.873    -3.081     2    NC__2295          
 601 AD33    -1.873    -3.050     2    NC__2296          
 602 AD34    -1.866    -3.018     2    N17660283         487
 603 AD35    -1.858    -2.987     2    N134880634        528
 604 AD37    -1.858    -2.955     2    N134880626        527
 605 AD39    -1.858    -2.924     2    ATI_DAC1RED       1555
 606  AE2    -1.889    -3.994     2    GND               1
 607  AE4    -1.889    -3.963     2    FBCDQM4           
 608  AE6    -1.897    -3.916     2    GND               1
 609 AE34    -1.897    -3.018     2    GND               1
 610 AE36    -1.889    -2.971     2    ATI_DAC1GREEN     1554
 611 AE38    -1.889    -2.939     2    N134880643        526
 612  AF1    -1.921    -4.010     2    FBCD40            
 613  AF3    -1.921    -3.979     2    FBCD41            
 614  AF5    -1.921    -3.947     2    FBCDQM5           
 615  AF6    -1.929    -3.916     2    FBCD42            
 616  AF7    -1.921    -3.884     2    +1.5VRUNVGA       484
 617  AF8    -1.921    -3.853     2    FBCD48            
 618  AF9    -1.921    -3.821     2    FBCD49            
 619 AF10    -1.921    -3.790     2    GND               1
 620 AF11    -1.913    -3.758     2    VDD4              509
 621 AF12    -1.913    -3.719     2    VDD4              509
 622 AF13    -1.913    -3.679     2    VDD4              509
 623 AF15    -1.913    -3.640     2    VDD4              509
 624 AF16    -1.913    -3.601     2    GND               1
 625 AF17    -1.913    -3.561     2    VDD_CORE          31
 626 AF18    -1.913    -3.522     2    GND               1
 627 AF20    -1.913    -3.483     2    VDD_CORE          31
 628 AF21    -1.913    -3.443     2    GND               1
 629 AF22    -1.913    -3.404     2    VDD_CORE          31
 630 AF23    -1.913    -3.364     2    VDD3              569
 631 AF24    -1.913    -3.325     2    VDD3              569
 632 AF26    -1.913    -3.286     2    VDD_CT            520
 633 AF27    -1.913    -3.246     2    VDD_CT            520
 634 AF28    -1.913    -3.207     2    AT_VCC_SENSE      1577
 635 AF29    -1.921    -3.175     2    N35412669         521
 636 AF30    -1.921    -3.144     2    NC__2297          
 637 AF31    -1.921    -3.112     2    NC__2298          
 638 AF32    -1.921    -3.081     2    NC__2299          
 639 AF33    -1.921    -3.050     2    NC__2300          
 640 AF34    -1.929    -3.018     2    DPEF_VDD18        492
 641 AF35    -1.921    -2.987     2    NC__2301          
 642 AF37    -1.921    -2.955     2    ATI_DAC1BLUE      1553
 643 AF39    -1.921    -2.924     2    GND               1
 644  AG2    -1.952    -3.994     2    GND               1
 645  AG4    -1.952    -3.963     2    FBCD43            
 646  AG6    -1.960    -3.916     2    GND               1
 647  AG7    -1.968    -3.884     2    FBCD51            
 648  AG8    -1.968    -3.853     2    FBCD50            
 649  AG9    -1.968    -3.821     2    GND               1
 650 AG10    -1.968    -3.790     2    +1.5VRUNVGA       484
 651 AG11    -1.952    -3.758     2    VDD4              509
 652 AG12    -1.952    -3.719     2    N134903167        
 653 AG13    -1.952    -3.679     2    VDD4              509
 654 AG15    -1.952    -3.640     2    VDD4              509
 655 AG16    -1.952    -3.601     2    VDD_CORE          31
 656 AG17    -1.952    -3.561     2    GND               1
 657 AG18    -1.952    -3.522     2    VDD_CORE          31
 658 AG20    -1.952    -3.483     2    GND               1
 659 AG21    -1.952    -3.443     2    VDD_CORE          31
 660 AG22    -1.952    -3.404     2    GND               1
 661 AG23    -1.952    -3.364     2    VDD3              569
 662 AG24    -1.952    -3.325     2    VDD3              569
 663 AG26    -1.952    -3.286     2    VDD_CT            520
 664 AG27    -1.952    -3.246     2    VDD_CT            520
 665 AG28    -1.952    -3.207     2    NC__2302          
 666 AG29    -1.968    -3.175     2    N35412668         524
 667 AG30    -1.968    -3.144     2    N134879850        1560
 668 AG31    -1.968    -3.112     2    NC__2303          
 669 AG32    -1.968    -3.081     2    NC__2304          
 670 AG33    -1.968    -3.050     2    NC__2305          
 671 AG34    -1.960    -3.018     2    DPEF_VDD18        492
 672 AG36    -1.952    -2.971     2    NC__2306          
 673 AG38    -1.952    -2.939     2    NC__2307          
 674  AH1    -1.984    -4.010     2    FBCRDQS5          
 675  AH3    -1.984    -3.979     2    FBCWDQS5          
 676  AH5    -1.984    -3.947     2    FBCD44            
 677  AH6    -1.992    -3.916     2    FBCD45            
 678 AH11    -1.992    -3.758     2    MEM_RST#1         163
 679 AH12    -1.992    -3.719     2    N134903725        
 680 AH13    -1.992    -3.679     2    AT_VREFG          508
 681 AH15    -1.992    -3.640     2    ATI_GPIO9         576
 682 AH16    -1.992    -3.601     2    N134862095        514
 683 AH17    -1.992    -3.561     2    ATI_GPIO5         1539
 684 AH18    -1.992    -3.522     2    ATI_GPIO1         506
 685 AH20    -1.992    -3.483     2    ATI_GPIO0         507
 686 AH21    -1.992    -3.443     2    GND               1
 687 AH22    -1.992    -3.404     2    VDD_CORE          31
 688 AH23    -1.992    -3.364     2    SMB_THRM_DATA_GPU  490
 689 AH24    -1.992    -3.325     2    GENERICG          
 690 AH26    -1.992    -3.286     2    GENERICF          518
 691 AH27    -1.992    -3.246     2    VDD_CORE          31
 692 AH28    -1.992    -3.207     2    VDD_CORE          31
 693 AH29    -1.999    -3.175     2    AT_VSS_SENSE      1578
 694 AH34    -1.992    -3.018     2    DPEF_VDD18        492
 695 AH35    -1.984    -2.987     2    NC__2308          
 696 AH37    -1.984    -2.955     2    NC__2309          
 697 AH39    -1.984    -2.924     2    GND               1
 698  AJ2    -2.015    -3.994     2    GND               1
 699  AJ4    -2.015    -3.963     2    FBCD46            
 700  AJ6    -2.023    -3.916     2    GND               1
 701  AJ7    -2.015    -3.884     2    +1.5VRUNVGA       484
 702  AJ8    -2.015    -3.853     2    FBCWDQS6          
 703  AJ9    -2.015    -3.821     2    FBCRDQS6          
 704 AJ10    -2.015    -3.790     2    GND               1
 705 AJ11    -2.023    -3.750     2    GND               1
 706 AJ13    -2.023    -3.703     2    ATI_GPIO8         574
 707 AJ14    -2.023    -3.656     2    N134879854        513
 708 AJ16    -2.023    -3.609     2    ATI_GPIO10        1541
 709 AJ17    -2.023    -3.561     2    N17629995         
 710 AJ19    -2.023    -3.514     2    GENERICA          1542
 711 AJ20    -2.023    -3.467     2    GENERICC          1546
 712 AJ21    -2.023    -3.420     2    NC__2310          
 713 AJ23    -2.023    -3.372     2    SMB_THRM_CLK_GPU  489
 714 AJ24    -2.023    -3.325     2    GENERICE_HPD4     517
 715 AJ26    -2.023    -3.278     2    N36788219         519
 716 AJ27    -2.023    -3.231     2    NC__2311          
 717 AJ28    -2.023    -3.199     2    GND               1
 718 AJ30    -2.015    -3.144     2    ATI_CRT_SCL       379
 719 AJ31    -2.015    -3.112     2    ATI_CRT_SDA       1447
 720 AJ32    -2.015    -3.081     2    N17381721         525
 721 AJ33    -2.015    -3.050     2    GND               1
 722 AJ34    -2.023    -3.018     2    DPEF_VDD18        492
 723 AJ36    -2.015    -2.971     2    NC__2312          
 724 AJ38    -2.015    -2.939     2    NC__2313          
 725  AK1    -2.047    -4.010     2    FBCD56            
 726  AK3    -2.047    -3.979     2    FBCD47            
 727  AK5    -2.047    -3.947     2    FBCDQM7           
 728  AK6    -2.055    -3.916     2    FBCDQM6           
 729  AK7    -2.055    -3.884     2    GND               1
 730  AK8    -2.055    -3.853     2    +1.5VRUNVGA       484
